201;Резерв на форс-мажоры, часов;переименовать;Резерв времени на форс-мажоры — Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;fm_time;calc;ч/год;черновик;;"IF(fm_on=""Заложить резерв"",pool_gross*fm_pct,0)";общий;
202;Резерв, часов в неделю;переименовать;Резерв времени на форс-мажоры — Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;fm_week;calc;ч/нед;черновик;;IF(net_weeks=0,0,fm_time/net_weeks);общий;
;;;;;;;;;;;
Z · Понятия справочника, которых нет в книге;;;;;;;;;;;
№;Наименование;Статус (временный);Справочник · для сверки (временный);ID;Тип;Определение;Определение утверждено;Описание алгоритма;Формула (пример расчёта);Где используется;Решение (временный)
203;Банковское обслуживание;тождественно;Банковское обслуживание — Расходы на ведение банковских счетов, проведение платежей и использование других банковских услуг, необходимых для профессиональной деятельности.;;понятие;Расходы на ведение банковских счетов, проведение платежей и использование других банковских услуг, необходимых для профессиональной деятельности.;согласовано;;;для пользователя;Завести в книге
204;Бухгалтерия;тождественно;Бухгалтерия — Ведение и обработка финансовой информации о деятельности специалиста, включая учёт доходов и расходов, расчёт обязательных платежей и подготовку необходимой отчётности.;;понятие;Ведение и обработка финансовой информации о деятельности специалиста, включая учёт доходов и расходов, расчёт обязательных платежей и подготовку необходимой отчётности.;согласовано;;;для пользователя;Завести в книге
205;Выработка ресурса;тождественно;Выработка ресурса — Использование установленного ресурса оборудования, выраженное в количестве предусмотренных производителем операций или циклов работы.;;понятие;Использование установленного ресурса оборудования, выраженное в количестве предусмотренных производителем операций или циклов работы.;согласовано;;;для пользователя;Завести в книге
206;Выходные и праздничные дни;тождественно;"Выходные и праздничные дни — Дни, в которые в соответствии с Трудовым кодексом Российской Федерации работник освобождён от исполнения трудовых обязанностей; конкретные даты выходных и нерабочих праздничных дней и их переносы определяются с учётом производственного календаря.";;понятие;"Дни, в которые в соответствии с Трудовым кодексом Российской Федерации работник освобождён от исполнения трудовых обязанностей; конкретные даты выходных и нерабочих праздничных дней и их переносы определяются с учётом производственного календаря.";согласовано;;;для пользователя;Завести в книге
207;Готовые кадры;тождественно;Готовые кадры — Снимки, полученные в результате проведения съёмочных работ и прошедшие первичную обработку.;;понятие;Снимки, полученные в результате проведения съёмочных работ и прошедшие первичную обработку.;согласовано;;;для пользователя;Завести в книге
208;Доля безналичных платежей;тождественно;Доля безналичных платежей — Процентная часть платежей, полученных специалистом за оказанные услуги в безналичной форме, от общего объёма полученных платежей за определённый период.;;понятие;Процентная часть платежей, полученных специалистом за оказанные услуги в безналичной форме, от общего объёма полученных платежей за определённый период.;согласовано;;;для пользователя;Завести в книге
209;Доход на руки;тождественно;Доход на руки — Сумма денежных средств, остающаяся у специалиста после вычета налогов, обязательных платежей и других предусмотренных расходов.;;понятие;Сумма денежных средств, остающаяся у специалиста после вычета налогов, обязательных платежей и других предусмотренных расходов.;согласовано;;;для пользователя;Завести в книге
210;Желаемая ставка;тождественно;Желаемая ставка — Стоимость одного часа работы, которую специалист планирует получать с учётом желаемого дохода, расходов, налогов и других обязательных платежей.;;понятие;Стоимость одного часа работы, которую специалист планирует получать с учётом желаемого дохода, расходов, налогов и других обязательных платежей.;согласовано;;;для пользователя;Завести в книге
211;Загрузка специалиста;тождественно;Загрузка специалиста — Доля рабочего времени специалиста, фактически занятая выполнением оплачиваемой работы, от общего доступного рабочего времени за определённый период.;;понятие;Доля рабочего времени специалиста, фактически занятая выполнением оплачиваемой работы, от общего доступного рабочего времени за определённый период.;согласовано;;;для пользователя;Завести в книге
212;Запас на скидку;тождественно;Запас на скидку — Часть стоимости услуги, заранее заложенная в цену для возможности предоставить клиенту скидку без снижения планируемого дохода специалиста.;;понятие;Часть стоимости услуги, заранее заложенная в цену для возможности предоставить клиенту скидку без снижения планируемого дохода специалиста.;согласовано;;;для пользователя;Завести в книге
213;Износ камеры;тождественно;Износ камеры — Степень физического и эксплуатационного старения камеры в результате её использования, выраженная в снижении остаточного ресурса и необходимости последующей замены или ремонта.;;понятие;Степень физического и эксплуатационного старения камеры в результате её использования, выраженная в снижении остаточного ресурса и необходимости последующей замены или ремонта.;согласовано;;;для пользователя;Завести в книге
214;Логистика;тождественно;Логистика — Организация перемещения специалиста, оборудования, материалов и готового результата между местами работы, хранения и передачи.;;понятие;Организация перемещения специалиста, оборудования, материалов и готового результата между местами работы, хранения и передачи.;согласовано;;;для пользователя;Завести в книге
215;Минимальный выезд;тождественно;Минимальный выезд — Минимальная стоимость заказа с выездом специалиста, ниже которой выполнение такого заказа экономически нецелесообразно.;;понятие;Минимальная стоимость заказа с выездом специалиста, ниже которой выполнение такого заказа экономически нецелесообразно.;согласовано;;;для пользователя;Завести в книге
216;Налоги;тождественно;Налоги — Обязательные платежи в бюджет, начисляемые и уплачиваемые специалистом в соответствии с применяемым налоговым режимом и законодательством Российской Федерации.;;понятие;Обязательные платежи в бюджет, начисляемые и уплачиваемые специалистом в соответствии с применяемым налоговым режимом и законодательством Российской Федерации.;согласовано;;;для пользователя;Завести в книге
217;Налоговый режим;тождественно;Налоговый режим — Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;;понятие;Установленный законодательством порядок исчисления и уплаты налогов и обязательных платежей, применяемый специалистом в зависимости от выбранной системы налогообложения.;согласовано;;;для пользователя;Завести в книге
218;Наценка к себестоимости;тождественно;Наценка к себестоимости — Процентное или денежное увеличение себестоимости услуги, формирующее дополнительную сумму сверх затрат и обеспечивающее получение прибыли.;;понятие;Процентное или денежное увеличение себестоимости услуги, формирующее дополнительную сумму сверх затрат и обеспечивающее получение прибыли.;согласовано;;;для пользователя;Завести в книге
219;Обустройство рабочего места;тождественно;Обустройство рабочего места — Затраты на создание и оснащение пространства, необходимого специалисту для выполнения профессиональной деятельности.;;понятие;Затраты на создание и оснащение пространства, необходимого специалисту для выполнения профессиональной деятельности.;согласовано;;;для пользователя;Завести в книге
220;Операционная работа с клиентами;тождественно;Операционная работа с клиентами — Рабочие действия специалиста, связанные с поиском, привлечением и поддержанием взаимодействия с клиентами вне рамок конкретного проекта: обработка обращений, переговоры, ответы на вопросы, повторные контакты и поддержание отношений с потенциальными и действующими клиентами.;;понятие;Рабочие действия специалиста, связанные с поиском, привлечением и поддержанием взаимодействия с клиентами вне рамок конкретного проекта: обработка обращений, переговоры, ответы на вопросы, повторные контакты и поддержание отношений с потенциальными и действующими клиентами.;согласовано;;;для пользователя;Завести в книге
221;Остаток ресурса;тождественно;Остаток ресурса — Неиспользованная часть рабочего ресурса оборудования, которую специалист может использовать до достижения установленного срока службы или предельного количества операций.;;понятие;Неиспользованная часть рабочего ресурса оборудования, которую специалист может использовать до достижения установленного срока службы или предельного количества операций.;согласовано;;;для пользователя;Завести в книге
222;Отчётность;тождественно;Отчётность — Систематизированная информация о доходах, расходах, результатах деятельности и обязательствах специалиста, подготовленная за определённый период для анализа, контроля или предоставления в налоговые и иные соответствующие органы в установленных случаях.;;понятие;Систематизированная информация о доходах, расходах, результатах деятельности и обязательствах специалиста, подготовленная за определённый период для анализа, контроля или предоставления в налоговые и иные соответствующие органы в установленных случаях.;согласовано;;;для пользователя;Завести в книге
223;Офисное оборудование;тождественно;Офисное оборудование — Оборудование и технические средства, используемые для организации рабочего процесса, выполнения административных задач и обеспечения повседневной деятельности специалиста.;;понятие;Оборудование и технические средства, используемые для организации рабочего процесса, выполнения административных задач и обеспечения повседневной деятельности специалиста.;согласовано;;;для пользователя;Завести в книге
224;ПО;тождественно;ПО — Программное обеспечение, используемое специалистом для выполнения профессиональных задач, обработки материалов и организации рабочего процесса.;;понятие;Программное обеспечение, используемое специалистом для выполнения профессиональных задач, обработки материалов и организации рабочего процесса.;согласовано;;;для пользователя;Завести в книге
225;Первичная обработка;тождественно;"Первичная обработка — Комплекс действий с отснятым фотоматериалом, выполняемых специалистом с использованием специализированных компьютерных программ для подготовки материала к дальнейшему использованию. Включает подготовку материала: создание и организацию папок и файлов, выгрузку материала с карт памяти, резервное копирование; отбор материала: просмотр отснятого материала, удаление технического брака, отбор удачных кадров, исключение дублей, кадров с закрытыми глазами и явно неудачных кадров; базовую цветокоррекцию: коррекцию экспозиции, баланса белого, контраста, светлых и тёмных областей, резкости и насыщенности, приведение всей серии к единому цвету и свету; коррекцию кадра: кадрирование, выравнивание горизонта, коррекцию перспективы и искажений объектива, удаление крупных лишних объектов из кадра; подготовку и передачу результата: импорт и экспорт из программы обработки, подготовку файлов, изменение размера и формата при необходимости. Ретушь в первичную обработку не входит.";;понятие;"Комплекс действий с отснятым фотоматериалом, выполняемых специалистом с использованием специализированных компьютерных программ для подготовки материала к дальнейшему использованию. Включает подготовку материала: создание и организацию папок и файлов, выгрузку материала с карт памяти, резервное копирование; отбор материала: просмотр отснятого материала, удаление технического брака, отбор удачных кадров, исключение дублей, кадров с закрытыми глазами и явно неудачных кадров; базовую цветокоррекцию: коррекцию экспозиции, баланса белого, контраста, светлых и тёмных областей, резкости и насыщенности, приведение всей серии к единому цвету и свету; коррекцию кадра: кадрирование, выравнивание горизонта, коррекцию перспективы и искажений объектива, удаление крупных лишних объектов из кадра; подготовку и передачу результата: импорт и экспорт из программы обработки, подготовку файлов, изменение размера и формата при необходимости. Ретушь в первичную обработку не входит.";согласовано;;;для пользователя;Завести в книге
226;Подарочный сертификат;тождественно;Подарочный сертификат — Документ, подтверждающий право его владельца получить определённую услугу или набор услуг на указанную в сертификате сумму или в соответствии с установленными условиями.;;понятие;Документ, подтверждающий право его владельца получить определённую услугу или набор услуг на указанную в сертификате сумму или в соответствии с установленными условиями.;согласовано;;;для пользователя;Завести в книге
227;Подписки;тождественно;Подписки — Регулярные платежи за доступ к программам, сервисам, платформам и другим цифровым инструментам, необходимым специалисту для работы.;;понятие;Регулярные платежи за доступ к программам, сервисам, платформам и другим цифровым инструментам, необходимым специалисту для работы.;согласовано;;;для пользователя;Завести в книге
228;Поиск заказов;тождественно;Поиск заказов — Действия специалиста по выявлению потенциальных клиентов и получению новых заказов на оказание услуг.;;понятие;Действия специалиста по выявлению потенциальных клиентов и получению новых заказов на оказание услуг.;согласовано;;;для пользователя;Завести в книге
229;Полная стоимость часа работы;тождественно;Полная стоимость часа работы — Вся выручка за год, разделённая на рабочее время — рабочие дни, умноженные на восемь часов. Показывает, сколько денег приносит один час работы до вычета расходов и налогов. Нужна, чтобы видеть разницу между тем, что платят клиенты, и тем, что остаётся на руки: между этими двумя величинами лежат все расходы дела, налоги и эквайринг.;;понятие;Вся выручка за год, разделённая на рабочее время — рабочие дни, умноженные на восемь часов. Показывает, сколько денег приносит один час работы до вычета расходов и налогов. Нужна, чтобы видеть разницу между тем, что платят клиенты, и тем, что остаётся на руки: между этими двумя величинами лежат все расходы дела, налоги и эквайринг.;согласовано;;;для пользователя;Завести в книге
230;Прайс;тождественно;Прайс — Перечень услуг с указанием их стоимости и, при необходимости, основных условий их предоставления.;;понятие;Перечень услуг с указанием их стоимости и, при необходимости, основных условий их предоставления.;согласовано;;;для пользователя;Завести в книге
231;Программа лояльности;тождественно;Программа лояльности — Система условий и поощрений, направленная на привлечение и удержание клиентов и стимулирование их повторных покупок или заказов.;;понятие;Система условий и поощрений, направленная на привлечение и удержание клиентов и стимулирование их повторных покупок или заказов.;согласовано;;;для пользователя;Завести в книге
232;Продолжительность съёмки;тождественно;Продолжительность съёмки — Время, затрачиваемое специалистом непосредственно на проведение съёмочных работ, от начала до завершения съёмки.;;понятие;Время, затрачиваемое специалистом непосредственно на проведение съёмочных работ, от начала до завершения съёмки.;согласовано;;;для пользователя;Завести в книге
233;Проектная работа с клиентами;тождественно;Проектная работа с клиентами — Рабочие действия специалиста, связанные с взаимодействием с клиентом в рамках конкретного проекта: обсуждение задачи, согласование условий и деталей работы, подготовка к проекту, коммуникация в процессе его выполнения, согласование результата и завершение проекта.;;понятие;Рабочие действия специалиста, связанные с взаимодействием с клиентом в рамках конкретного проекта: обсуждение задачи, согласование условий и деталей работы, подготовка к проекту, коммуникация в процессе его выполнения, согласование результата и завершение проекта.;согласовано;;;для пользователя;Завести в книге
234;Прямые расходы;тождественно;Прямые расходы — Расходы, непосредственно связанные с выполнением конкретного заказа или проекта и возникающие в процессе оказания услуги.;;понятие;Расходы, непосредственно связанные с выполнением конкретного заказа или проекта и возникающие в процессе оказания услуги.;согласовано;;;для пользователя;Завести в книге
235;Работа с клиентами;тождественно;Работа с клиентами — Совокупность рабочих действий специалиста, связанных с привлечением, коммуникацией и сопровождением клиентов на разных этапах взаимодействия.;;понятие;Совокупность рабочих действий специалиста, связанных с привлечением, коммуникацией и сопровождением клиентов на разных этапах взаимодействия.;согласовано;;;для пользователя;Завести в книге
236;Рабочие паузы;тождественно;Рабочие паузы — Кратковременные перерывы в течение рабочего времени, связанные с отдыхом, личными потребностями и временным отвлечением от выполнения профессиональных задач.;;понятие;Кратковременные перерывы в течение рабочего времени, связанные с отдыхом, личными потребностями и временным отвлечением от выполнения профессиональных задач.;согласовано;;;для пользователя;Завести в книге
237;Резерв времени на форс-мажоры;тождественно;Резерв времени на форс-мажоры — Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;;понятие;Дополнительное время, закладываемое в рабочий график на непредвиденные обстоятельства, задержки, технические сбои и другие ситуации, которые могут увеличить продолжительность выполнения работы.;согласовано;;;для пользователя;Завести в книге
238;Резерв на программу лояльности;тождественно;Резерв на программу лояльности — Часть дохода, которую специалист заранее закладывает на предоставление скидок, бонусов, подарков и других поощрений клиентам в рамках программы лояльности.;;понятие;Часть дохода, которую специалист заранее закладывает на предоставление скидок, бонусов, подарков и других поощрений клиентам в рамках программы лояльности.;согласовано;;;для пользователя;Завести в книге
239;Резерв на развитие;тождественно;Резерв на развитие — Часть дохода, которую специалист или бизнес заранее откладывает для финансирования будущего развития, улучшения профессиональной деятельности и реализации новых возможностей.;;понятие;Часть дохода, которую специалист или бизнес заранее откладывает для финансирования будущего развития, улучшения профессиональной деятельности и реализации новых возможностей.;согласовано;;;для пользователя;Завести в книге
240;Реклама;тождественно;Реклама — Распространение информации о специалисте, его услугах или продуктах с целью привлечения внимания потенциальных клиентов и стимулирования спроса.;;понятие;Распространение информации о специалисте, его услугах или продуктах с целью привлечения внимания потенциальных клиентов и стимулирования спроса.;согласовано;;;для пользователя;Завести в книге
241;Ресурс затвора;тождественно;Ресурс затвора — Расчётное количество срабатываний затвора камеры, которое предусмотрено производителем до достижения установленного уровня его эксплуатационного ресурса.;;понятие;Расчётное количество срабатываний затвора камеры, которое предусмотрено производителем до достижения установленного уровня его эксплуатационного ресурса.;согласовано;;;для пользователя;Завести в книге
242;Себестоимость часа съёмки;тождественно;Себестоимость часа съёмки — Сумма затрат, необходимых специалисту для проведения одного съёмочного часа, включая прямые и распределённые расходы, связанные с выполнением съёмочных работ.;;понятие;Сумма затрат, необходимых специалисту для проведения одного съёмочного часа, включая прямые и распределённые расходы, связанные с выполнением съёмочных работ.;согласовано;;;для пользователя;Завести в книге
243;Скидка за объём;тождественно;Скидка за объём — Снижение стоимости единицы услуги при увеличении объёма заказа или количества приобретаемых услуг.;;понятие;Снижение стоимости единицы услуги при увеличении объёма заказа или количества приобретаемых услуг.;согласовано;;;для пользователя;Завести в книге
244;Срабатывание затвора;тождественно;Срабатывание затвора — Однократный цикл работы затвора камеры, происходящий при создании снимка и учитываемый при определении выработки ресурса затвора.;;понятие;Однократный цикл работы затвора камеры, происходящий при создании снимка и учитываемый при определении выработки ресурса затвора.;согласовано;;;для пользователя;Завести в книге
245;Средний чек съёмки;тождественно;Средний чек съёмки — Средняя стоимость одной съёмки, рассчитанная на основе общей выручки от съёмок и их количества за определённый период.;;понятие;Средняя стоимость одной съёмки, рассчитанная на основе общей выручки от съёмок и их количества за определённый период.;согласовано;;;для пользователя;Завести в книге
246;Срок службы;тождественно;Срок службы — Период, в течение которого оборудование или другое имущество может использоваться по назначению при соблюдении установленных условий эксплуатации.;;понятие;Период, в течение которого оборудование или другое имущество может использоваться по назначению при соблюдении установленных условий эксплуатации.;согласовано;;;для пользователя;Завести в книге
247;Ставка в ноль;тождественно;Ставка в ноль — Минимальная стоимость одного часа работы, при которой полученная выручка полностью покрывает все расходы специалиста, но не приносит ему прибыли.;;понятие;Минимальная стоимость одного часа работы, при которой полученная выручка полностью покрывает все расходы специалиста, но не приносит ему прибыли.;согласовано;;;для пользователя;Завести в книге
248;Ставка часа съёмки (стоимость съёмочного часа);тождественно;Ставка часа съёмки (стоимость съёмочного часа) — Стоимость одного часа съёмочных работ, установленная специалистом с учётом его дохода, затрат, налогов, взносов и других расходов, связанных с профессиональной деятельностью.;;понятие;Стоимость одного часа съёмочных работ, установленная специалистом с учётом его дохода, затрат, налогов, взносов и других расходов, связанных с профессиональной деятельностью.;согласовано;;;для пользователя;Завести в книге
249;Стоимость клиентского часа;тождественно;Стоимость клиентского часа — Стоимость одного часа работы специалиста для клиента. Считается так: выручка за год делится на проектное время — часы, которые остаются на выполнение заказов после вычета поиска клиентов, учёта и резерва на форс-мажоры. Нужна, чтобы самостоятельно назначать цену на услуги вне съёмки: консультации, организацию съёмки, подбор команды. Такой час выполняется вместо заказа, поэтому и стоить должен как час заказа, иначе работа выполняется в убыток.;;понятие;Стоимость одного часа работы специалиста для клиента. Считается так: выручка за год делится на проектное время — часы, которые остаются на выполнение заказов после вычета поиска клиентов, учёта и резерва на форс-мажоры. Нужна, чтобы самостоятельно назначать цену на услуги вне съёмки: консультации, организацию съёмки, подбор команды. Такой час выполняется вместо заказа, поэтому и стоить должен как час заказа, иначе работа выполняется в убыток.;согласовано;;;для пользователя;Завести в книге
250;Страховые взносы;тождественно;Страховые взносы — Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;;понятие;Обязательные платежи в государственные внебюджетные фонды и государственные системы страхования, связанные с осуществлением профессиональной деятельности и обеспечением социальных гарантий.;согласовано;;;для пользователя;Завести в книге
251;Съёмка;тождественно;Съёмка — Процесс создания фотоматериала с использованием фотооборудования в соответствии с поставленной задачей, условиями и сценарием съёмочного проекта.;;понятие;Процесс создания фотоматериала с использованием фотооборудования в соответствии с поставленной задачей, условиями и сценарием съёмочного проекта.;согласовано;;;для пользователя;Завести в книге
252;Съёмочное оборудование;тождественно;Съёмочное оборудование — Неизменный рабочий комплект оборудования, который фотограф использует на каждой съёмке и без которого проведение съёмочного процесса невозможно или существенно затруднено. Узкоспециализированное оборудование для разовых или нестандартных проектов в основной комплект не входит и учитывается отдельно в зависимости от конкретных задач.;;понятие;Неизменный рабочий комплект оборудования, который фотограф использует на каждой съёмке и без которого проведение съёмочного процесса невозможно или существенно затруднено. Узкоспециализированное оборудование для разовых или нестандартных проектов в основной комплект не входит и учитывается отдельно в зависимости от конкретных задач.;согласовано;;;для пользователя;Завести в книге
253;Съёмочный проект;тождественно;Съёмочный проект — Отдельный заказ на проведение съёмочных работ, который может включать одну или несколько съёмок и несколько съёмочных часов, объединённых общей задачей, результатом и условиями выполнения.;;понятие;Отдельный заказ на проведение съёмочных работ, который может включать одну или несколько съёмок и несколько съёмочных часов, объединённых общей задачей, результатом и условиями выполнения.;согласовано;;;для пользователя;Завести в книге
254;Съёмочный час;тождественно;Съёмочный час — Единица рабочего времени, в течение которой специалист непосредственно выполняет съёмочные работы в рамках одного заказа или проекта.;;понятие;Единица рабочего времени, в течение которой специалист непосредственно выполняет съёмочные работы в рамках одного заказа или проекта.;согласовано;;;для пользователя;Завести в книге
255;Текущие расходы;тождественно;Текущие расходы — Регулярные расходы специалиста, необходимые для поддержания профессиональной деятельности и выполнения работы в течение определённого периода.;;понятие;Регулярные расходы специалиста, необходимые для поддержания профессиональной деятельности и выполнения работы в течение определённого периода.;согласовано;;;для пользователя;Завести в книге
256;Фактическая стоимость часа работы;тождественно;Фактическая стоимость часа работы — Сумма денежных средств, которую специалист получает за один час рабочего времени. Считается так: доход на руки за год делится на рабочее время — рабочие дни, умноженные на восемь часов. Нужна, чтобы понимать свой реальный заработок за час и сравнивать его с зарплатой наёмного сотрудника той же профессии.;;понятие;Сумма денежных средств, которую специалист получает за один час рабочего времени. Считается так: доход на руки за год делится на рабочее время — рабочие дни, умноженные на восемь часов. Нужна, чтобы понимать свой реальный заработок за час и сравнивать его с зарплатой наёмного сотрудника той же профессии.;согласовано;;;для пользователя;Завести в книге
257;Фонд программы лояльности;тождественно;Фонд программы лояльности — Сформированная сумма денежных средств, предназначенная для финансирования скидок, бонусов, подарков и других поощрений клиентов в рамках программы лояльности.;;понятие;Сформированная сумма денежных средств, предназначенная для финансирования скидок, бонусов, подарков и других поощрений клиентов в рамках программы лояльности.;согласовано;;;для пользователя;Завести в книге
258;Фонд развития;тождественно;Фонд развития — Сформированная сумма денежных средств, предназначенная для финансирования развития специалиста или бизнеса, включая приобретение оборудования, обучение, продвижение, внедрение новых инструментов и другие инвестиции в рост.;;понятие;Сформированная сумма денежных средств, предназначенная для финансирования развития специалиста или бизнеса, включая приобретение оборудования, обучение, продвижение, внедрение новых инструментов и другие инвестиции в рост.;согласовано;;;для пользователя;Завести в книге
259;Эффективное рабочее время;тождественно;Эффективное рабочее время — Часть рабочего времени, фактически используемая для выполнения профессиональных задач, за исключением времени на отдых, кратковременные личные перерывы и другие непроизводительные отвлечения, не связанные непосредственно с выполнением работы.;;понятие;Часть рабочего времени, фактически используемая для выполнения профессиональных задач, за исключением времени на отдых, кратковременные личные перерывы и другие непроизводительные отвлечения, не связанные непосредственно с выполнением работы.;согласовано;;;для пользователя;Завести в книге
260;Юнит-экономика;тождественно;Юнит-экономика — Расчёт доходов, расходов и финансового результата в расчёте на одну единицу деятельности специалиста, например один час работы, одну услугу, один заказ или один съёмочный проект. Позволяет определить реальную стоимость выполнения работы, понять, сколько специалист зарабатывает после покрытия всех связанных с деятельностью затрат, определить необходимую стоимость услуг и оценить экономическую эффективность своей работы.;;понятие;Расчёт доходов, расходов и финансового результата в расчёте на одну единицу деятельности специалиста, например один час работы, одну услугу, один заказ или один съёмочный проект. Позволяет определить реальную стоимость выполнения работы, понять, сколько специалист зарабатывает после покрытия всех связанных с деятельностью затрат, определить необходимую стоимость услуг и оценить экономическую эффективность своей работы.;согласовано;;;для пользователя;Завести в книге
